artistName,trackName,msPlayed
Jartisto,"Binary Sunset (From ""Star Wars: A New Hope"")",0.12282444444444444
Lang Project,"Cantina Band (Piano Version) [From ""Star Wars, Episode Iv: A New Hope""]",0.12291666666666666
My Chemical Romance,I Never Told You What I Do for a Living - Demo,0.12309611111111111
Lin-Manuel Miranda,What the Heck I Gotta Do,0.1232411111111111
Brian Tyler,"Thor, Son of Odin",0.1252588888888889
Jeff Williams,Boop (Acoustic) [feat. Casey Lee Williams & Videri String Quartet],0.1254347222222222
Mazi Cohen,טוב טוב,0.12756722222222222
Nobuo Uematsu,Hurry!,0.12798333333333334
Annapantsu,Here Comes a Thought,0.12859361111111112
London Voices,"Cantina Band - From ""Star Wars: A New Hope""",0.12887583333333333
My Chemical Romance,Jet-Star and the Kobra Kid / Traffic Report,0.12984444444444446
Clay K Slider,"Thank U, Next",0.12985027777777777
Baby Wars,Star Wars Main Theme (Lullaby Version),0.13007194444444445
Lang Project,"Yoda's Theme (Piano Version) [From ""Star Wars, Episode V: The Empire Strikes Back""]",0.1301702777777778
Jeremy Soule,Dragonborn,0.13033805555555555
Smash Mouth,I'm A Believer,0.13158305555555555
All Time Low,Trouble Is...,0.1329525
My Chemical Romance,All I Want for Christmas Is You - 2005,0.1330311111111111
Yes,Roundabout - 2003 Remaster,0.13305638888888888
My Chemical Romance,Kiss the Ring,0.133125
Fall Out Boy,The (Shipped) Gold Standard,0.1339875
John Williams,Star Wars and the Revenge of the Sith,0.13413416666666667
Yellowcard,The Hurt Is Gone,0.13423555555555555
The Marcus Hedges Trend Orchestra,Title Theme,0.1346575
Genesis,Dancing With The Moonlit Knight - Remastered 2008,0.1347047222222222
Jartisto,"The Throne Room Main Title (From ""Star Wars: A New Hope"")",0.13538527777777778
Dan Bull,Overwatch,0.1358611111111111
THE ORAL CIGARETTES,Kyouran Hey Kids!!,0.1368813888888889
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",0.13708722222222222
Skylar Grey,Wreak Havoc,0.13894166666666666
Boney M.,Rasputin,0.14097972222222221
Baby Wars,Across the Stars (Lullaby Version),0.1417761111111111
John Williams,Rey's Theme,0.14264194444444445
My Chemical Romance,Early Sunsets Over Monroeville,0.14300222222222223
Jack Douglass,Raping Vs. Rapping,0.14333972222222222
ERock,Spooky Scary Skeletons Meets Metal,0.14357944444444445
Ehud Banai,האונס,0.14687083333333334
Sunrise Skater Kids,How Far I'll Go,0.14687166666666668
Lang Project,"The Throne Room (Piano Version) [From ""Star Wars, Episode Iv: A New Hope""]",0.14777777777777779
Green Day,"Know Your Enemy (feat. Tony Vincent, Michael Esper, John Gallagher Jr., The American Idiot Broadway Company)",0.1478288888888889
Small Town Titans,Fat Bottomed Girls,0.1485122222222222
John Williams,Duel of the Fates,0.14970916666666667
Steven Universe,What Can I Do (For You) [feat. Susan Egan & Tom Scharpling],0.15007083333333332
Baby Wars,The Imperial March (Lullaby Version),0.15026277777777777
All Time Low,Favorite Place (feat. The Band CAMINO),0.15031194444444446
John Williams,"Main Title and the Ice Planet Hoth - From ""Star Wars: The Empire Strikes Back""",0.15036555555555556
Linkin Park,Crawling,0.15100388888888888
My Chemical Romance,Interlude,0.15132277777777778
Bowling For Soup,Hey Jealousy,0.15142583333333334
Gerard Way,Zero Zero,0.15208416666666666
NateWantsToBattle,Emperor's New Clothes,0.15272166666666667
Gerard Way,No Shows,0.15275555555555556
My Chemical Romance,Boy Division,0.15287944444444446
All Time Low,Everything is Fine,0.1529425
Zach Callison,interlude IV (Showtime),0.15338916666666666
My Chemical Romance,Our Lady of Sorrows,0.1538388888888889
Fall Out Boy,"""The Take Over, The Breaks Over""",0.15404833333333334
Jartisto,"Main Title (From ""Star Wars: A New Hope"")",0.15410444444444443
All Time Low,Basement Noise,0.15499555555555555
Gerard Way,Action Cat,0.156335
JAY,Leaves from the Vine,0.15696972222222222
Teenage Bottlerocket,They Call Me Steve,0.15711527777777778
Jeff Williams,Armed and Ready Acoustic,0.15762777777777778
New Found Glory,Hit Or Miss,0.15778166666666665
Small Town Titans,The Devil's Choir,0.15827055555555555
Neil Patrick Harris,Brand New Day,0.15893166666666667
Fall Out Boy,Our Lawyer Made Us Change The Name Of This Song So We Wouldn't Get Sued,0.15919166666666668
Lang Project,"Princess Leia's Theme (Piano Version) [From ""Star Wars, Episode Iv: A New Hope""]",0.1596577777777778
Green Day,Brain Stew,0.16083333333333333
Gerard Way,Drugstore Perfume,0.16090333333333334
Caleb Hyles,Red Like Roses,0.161425
George Salazar,Michael in the Bathroom,0.16531833333333334
Jon Cozart,Star Wars in 99 Seconds,0.16564833333333334
Aperture Science Psychoacoustic Laboratories,Turret Wife Serenade,0.166065
Fall Out Boy,I've Got A Dark Alley And A Bad Idea That Says You Should Shut Your Mouth (Summer Song),0.1665127777777778
Lang Project,"The Emperor Arrives (Piano Version) [From ""Star Wars, Episode Vi: Return of the Jedi""]",0.16722777777777778
All Time Low,Sleeping In,0.16726694444444445
Cavetown,Let Me Feel Low (feat. Miloe),0.1676763888888889
Josh Gad,Gaston,0.1680575
League of Legends,Take Over,0.1690675
Jartisto,"Yoda's Theme (From ""Star Wars: The Empire Strikes Back"")",0.16910472222222223
Lang Project,"Anakin's Betrayal (Piano Version) [From ""Star Wars, Episode Iii: Revenge of the Sith""]",0.16994666666666666
Shlomo Gronich,הנסיך הקטן,0.16996277777777777
Clay K Slider,Bad Guy,0.17167666666666667
Murray Gold,I Am The Doctor,0.1716975
Jeff Williams,All Our Days,0.17248166666666667
Piano Tribute Players,Main Title / Rebel Blockade Runner,0.17253944444444444
Piano Tribute Players,The Imperial March,0.17349777777777778
Silverstein,Take What You Give,0.17463277777777778
Aperture Science Psychoacoustic Laboratories,Want You Gone,0.1765336111111111
NateWantsToBattle,"Heroes (From ""My Hero Academia"")",0.17757333333333333
Panic! At The Disco,Emperor's New Clothes,0.17871277777777778
Bon Jovi,You Give Love A Bad Name,0.17911888888888888
Lang Project,"Victory Celebration (Piano Version) [From ""Star Wars, Episode Vi: Return of the Jedi""]",0.18045277777777777
Jeff Williams,Divide (feat. Casey Lee Williams),0.1808486111111111
Mindless Self Indulgence,You'll Rebel To Anything,0.18130666666666667
Jartisto,"Duel of the Fates Main Title (From ""Star Wars: Revenge of the Sith"")",0.18235444444444446
Jartisto,"May the Force Be With You (From ""Star Wars: Return of the Jedi"")",0.1834463888888889
Jartisto,"Cantina Band (From ""Star Wars: A New Hope"")",0.18439166666666668
John Williams,Anakin vs. Obi-Wan,0.18443333333333334
Neil Patrick Harris,Everything You Ever,0.18547916666666667
Habiluim,כשנפוליאון יכבוש את עכו,0.18839472222222223
Nobuo Uematsu,Main Theme of FINAL FANTASY VII,0.18917111111111112
John Williams,Battle of the Heroes,0.189315
Letters from the Fire,Eleanor Rigby,0.18958777777777777
Gerard Way,How It's Going to Be,0.19139722222222222
Panic! At The Disco,I Write Sins Not Tragedies,0.1920411111111111
Benjamin Walker,The Saddest Song,0.1920838888888889
Jeff Williams,Boop,0.19216166666666668
Imagine Dragons,Polaroid,0.19217222222222222
Jartisto,"Anakin's Theme (From ""Star Wars: The Phantom Menace"")",0.19273722222222223
Jartisto,"The Imperial March-Darth Vader's Theme (From ""Star Wars: The Empire Strikes Back"")",0.1939375
Caleb Hyles,This Will Be the Day,0.19524611111111112
Baby Wars,Cantina Band (Lullaby Version),0.196265
Chameleon Circuit,Kiss the Girl,0.1998713888888889
Fountains Of Wayne,Stacy's Mom,0.20229388888888888
My Chemical Romance,Gun.,0.2029763888888889
Nobuo Uematsu,Fight On!,0.2031013888888889
Six,Ex-Wives,0.20663166666666666
All Time Low,Monsters (feat. blackbear),0.20717833333333333
Roddy Ricch,The Box,0.20900694444444445
Lena Raine,Prologue,0.20986777777777776
Billie Joe Armstrong,Roving Gambler,0.21039055555555555
Mindless Self Indulgence,What Do They Know?,0.2137286111111111
Jartisto,"Princess Leia's Theme Main Title (From ""Star Wars: A New Hope"")",0.2166788888888889
All Time Low,"Summer Daze (Seasons, Pt. 2)",0.21695277777777777
Linkin Park,Numb,0.21945027777777779
Panic! At The Disco,Crazy = Genius,0.2222238888888889
Lang Project,"Across the Stars (Piano Version) [From ""Star Wars, Episode Ii: Attack of the Clones""]",0.22378555555555554
Kid Bloom,Lately It Feels Alright,0.22475277777777777
Lang Project,"Star Wars Main Theme (Piano Version) [From ""Star Wars""]",0.22495277777777778
Cage The Elephant,Ain't No Rest for the Wicked,0.22515305555555556
My Chemical Romance,Vampires Will Never Hurt You,0.22736583333333332
Lang Project,"The Clash of Lightsabers (Piano Version) [From ""Star Wars, Episode V: The Empire Strikes Back""]",0.22869777777777778
Dua Lipa,Don't Start Now,0.23164805555555557
Eminem,Stan,0.23387666666666668
Frank Iero,Young and Doomed,0.23390444444444444
Chameleon Circuit,Teenage Rebel,0.2349825
Linkin Park,In the End,0.2363977777777778
London Voices,"The Imperial March - From ""Star Wars: The Empire Strikes Back""",0.23737444444444444
The Marcus Hedges Trend Orchestra,Hyrule Field,0.2378675
Eminem,Lose Yourself,0.24295916666666667
Jeff Williams,Not Fall in Love with You,0.24600916666666667
Jeff Williams,Big Metal Shoe,0.24663166666666667
Enguerrand-Friedrich Lühl-Dolgorukiy,Anakin's Theme (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.24805555555555556
Enguerrand-Friedrich Lühl-Dolgorukiy,The Adventures of Jar Jar (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.24926361111111112
Lang Project,"The Imperial March (Piano Version) [From ""Star Wars, Episode V: The Empire Strikes Back""]",0.2492763888888889
Dacian Grada,"Gangplank Galleon (From ""Donkey Kong Country"")",0.249435
Aimer,Brave Shine,0.2498277777777778
Eminem,Without Me,0.2498488888888889
The Interrupters,Bad Guy,0.25077166666666667
Linked Horizon,Shinzo wo Sasageyo!,0.2524472222222222
Lang Project,"Ben Kenobi's Death - Tie Fighter Attack (Piano Version) [From ""Star Wars, Episode Iv: A New Hope""]",0.25350833333333334
Green Day,Youngblood,0.2546
Green Day,Nuclear Family,0.2551041666666667
Lang Project,"Parade of the Ewoks (Piano Version) [From ""Star Wars, Episode Vi: Return of the Jedi""]",0.2551277777777778
The Regrettes,Helpless,0.2569502777777778
blink-182,I Miss You,0.257695
blink-182,Anthem Part Two,0.2578211111111111
Jartisto,"Across the Stars (From ""Star Wars: Attack of the Clones"")",0.25791888888888886
My Chemical Romance,AMBULANCE,0.25797
League of Legends,RISE,0.2582538888888889
Green Day,The Grouch,0.25909333333333334
Jartisto,"Battle of the Heroes (From ""Star Wars: Revenge of the Sith"")",0.2592919444444444
FalKKonE,In the Hall of the Mountain King,0.2629255555555556
Chameleon Circuit,The Doctor Is Dying,0.26339416666666665
Enguerrand-Friedrich Lühl-Dolgorukiy,The Imperial March (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.2634444444444444
Piano Tribute Players,Cantina Band,0.26394305555555553
Lang Project,"Luke and Leia (Piano Version) [From ""Star Wars, Episode Vi: Return of the Jedi""]",0.26583111111111113
Piano Tribute Players,The Death Star / The Stormtroopers,0.26611194444444447
Seaway,Something Wonderful,0.2667997222222222
Jeff Williams,Path to Isolation,0.2680338888888889
Jeff Williams,Sacrifice,0.26843555555555554
Chameleon Circuit,Blink,0.2699738888888889
Jartisto,"Jawa Sandcrawler Main Title (From ""Star Wars: A New Hope"")",0.2703375
The Living Tombstone,Die In a Fire (feat. EileMonty & Orko),0.271445
Gerard Way,The Bureau,0.27172944444444447
Enguerrand-Friedrich Lühl-Dolgorukiy,Bonus Track: The Asteroid Field (live performance-archive recording) (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.27349555555555555
Myths and Legends,8-Merlin: Call of the Wyllt,0.27413055555555554
Steven Universe,Something Entirely New (feat. Erica Luttrell & Charlyne Yi),0.2752691666666667
Lang Project,"Duel of the Fates (Piano Version) [From ""Star Wars, Episode I: The Phantom Menace""]",0.2790755555555556
Jartisto,"The Forest Battle (From ""Star Wars: Return of the Jedi)""",0.28243444444444443
Chameleon Circuit,Regenerate Me,0.28261
Enguerrand-Friedrich Lühl-Dolgorukiy,The Forest Battle (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.28326666666666667
Led Zeppelin,Immigrant Song - Remaster,0.2851897222222222
NateWantsToBattle,Thnks Fr Th Mmrs,0.2859361111111111
AmaLee,"Red Like Roses - Part II (From ""RWBY"")",0.28873
Tally Hall,Cannibal,0.2892958333333333
Piano Tribute Players,Duel of the Fates,0.28944583333333335
Eminem,Rap God,0.29067444444444446
Enguerrand-Friedrich Lühl-Dolgorukiy,The Flag Parade (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.29083333333333333
My Chemical Romance,This Is How I Disappear - Live in Mexico City,0.2940847222222222
Sum 41,Underclass Hero,0.29540916666666667
My Chemical Romance,The Light Behind Your Eyes,0.29759305555555554
Yugo Kanno,il vento d'oro,0.2976155555555556
Myths and Legends,"9-Dogs and Wolves: Generations (Fenrir, The Black Dog, Dog King of Denmark, Gelert)",0.30104694444444446
Jeff Williams,The Triumph,0.30158416666666665
Enguerrand-Friedrich Lühl-Dolgorukiy,Parade of the Ewoks (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.3031847222222222
My Chemical Romance,Demolition Lovers,0.3054966666666667
Enguerrand-Friedrich Lühl-Dolgorukiy,Battle of the Heroes (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.30725833333333336
Maroon 5,Misery,0.3079636111111111
insaneintherainmusic,Last Surprise,0.31092194444444443
Enguerrand-Friedrich Lühl-Dolgorukiy,Yoda's Theme (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.31426944444444443
Jartisto,"Ben's Death and Tie Fighter Attack (From ""Star Wars: A New Hope"")",0.3143944444444444
Dolphin Smiling,Still Alive (Portal),0.31673083333333335
Jeff Williams,When It Falls (feat. Casey Lee Williams),0.3224122222222222
Sum 41,March Of The Dogs,0.322515
Lang Project,"Battle of the Heroes (Piano Version) [From ""Star Wars, Episode Iii: Revenge of the Sith""]",0.32285694444444446
Jeff Williams,It's My Turn (feat. Casey Lee Williams),0.3229180555555556
Myths and Legends,1B-Knights of the Round Table: You’re So Yvain,0.3241427777777778
Toby Fox,MEGALOVANIA,0.3241597222222222
Jeff Williams,Mirror Mirror Part II (feat. Casey Lee Williams),0.3253288888888889
Myths and Legends,22A-Irish Legends (The Tain): Red Ledger,0.3275561111111111
Mother Mother,Verbatim,0.32770027777777777
Piano Tribute Players,The Battle of Yavin,0.32791722222222225
All Time Low,Monsters - Acoustic - Live From Lockdown,0.3281091666666667
Ehud Banai,השדות האדומים,0.33116388888888887
Enguerrand-Friedrich Lühl-Dolgorukiy,Han & Leia (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.3315236111111111
Enguerrand-Friedrich Lühl-Dolgorukiy,Leia's Theme (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.3339288888888889
"""Weird Al"" Yankovic",The Hamilton Polka,0.33409
Useless ID,Genetic,0.3374111111111111
Piano Tribute Players,Imperial Attack,0.3382116666666667
Less Than Jake,Automatic,0.34085583333333336
Jeff Williams,Shine,0.35298416666666665
Jeff Williams,Home (feat. Casey Lee Williams),0.3541813888888889
Jeff Williams,Caffeine (feat. Lamar Hall),0.3549513888888889
blink-182,Stay Together For The Kids,0.3584977777777778
True Damage,GIANTS,0.3585025
Mother Mother,Arms Tonite,0.3596008333333333
Steven Universe,Stronger Than You (feat. Estelle),0.3602852777777778
My Chemical Romance,"Look Alive, Sunshine",0.36266805555555554
Steven Universe,Love Like You (feat. Rebecca Sugar) - End Credits,0.363815
Jeff Williams,One Thing,0.3640263888888889
Fall Out Boy,"What A Catch, Donnie",0.36553694444444446
blink-182,All The Small Things,0.36648444444444445
Enguerrand-Friedrich Lühl-Dolgorukiy,Duel of the Fates (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.37166666666666665
Chameleon Circuit,Big Bang Two,0.3756363888888889
Jartisto,"Luke and Leia (From ""Star Wars: Return of the Jedi"")",0.37708194444444443
Piano Tribute Players,The Hologram / Binary Sunset,0.3817375
Green Day,Redundant,0.3833311111111111
Myths and Legends,1A-Knights of the Round Table: Yvainglory,0.38421055555555556
Harry Callaghan,This Is Aperture,0.3852277777777778
Steven Universe,Full Disclosure (feat. Zach Callison),0.38578222222222225
Adriana Figueroa,Spider Dance (Undertale),0.3867563888888889
Bowling For Soup,Ohio (Come Back To Texas),0.39147305555555556
Jack Stauber,Buttercup,0.39351888888888886
Nural,Stop Me When You've Had Enough,0.39467
Piano Tribute Players,The Throne Room / End Title,0.39618444444444445
The Living Tombstone,Five Nights at Freddy's,0.39653194444444445
SID,嘘,0.397
Linked Horizon,Shinzo wo Sasageyo! - TV Size,0.3992927777777778
NateWantsToBattle,Dead!,0.3994275
Jeff Williams,Time to Say Goodbye,0.39952638888888886
שם טוב האבי,האזרח הקטן,0.3997252777777778
Bowling For Soup,The Bitch Song,0.4008130555555556
ShiroNeko,"Again (From ""Fullmetal Alchemist: Brotherhood"")",0.40447305555555557
AmaLee,"Reason Living (From ""Bungou Stray Dogs 2"")",0.40564805555555555
Piano Tribute Players,Princess Leia's Theme,0.4056875
ALI,Wild Side,0.4082908333333333
Jeff Williams,From Shadows (Black Trailer) [feat. Casey Lee Williams],0.41047527777777776
Jeff Williams,Ignite,0.41332166666666664
Motion City Soundtrack,The Future Freaks Me Out,0.4154233333333333
NateWantsToBattle,Peace Sign,0.42222444444444446
Green Day,Good Riddance (Time of Your Life),0.4239625
Mother Mother,Body Of Years,0.43165416666666667
Jeff Williams,I Burn (feat. Casey Lee Williams & Lamar Hall),0.4321288888888889
Bowling For Soup,Almost,0.4324733333333333
Mother Mother,Burning Pile,0.4376225
All Time Low,Glitter & Crimson,0.4410836111111111
All Time Low,Nice2KnoU,0.4413325
Jeff Williams,This Will Be the Day (feat. Casey Lee Williams),0.44277833333333333
Adriana Figueroa,Beneath the Mask,0.4436527777777778
League of Legends,Awaken,0.4439958333333333
Lucky Boys Confusion,Atari,0.44428944444444446
ALI,Wild Side -Anime Ver.- - Anime Version,0.44446861111111113
Chameleon Circuit,An Awful Lot Of Running,0.4455913888888889
Enguerrand-Friedrich Lühl-Dolgorukiy,Luke & Leia (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.44674027777777775
My Chemical Romance,Blood - End Credits,0.45034
Jeff Williams,Forever Fall,0.4522111111111111
שם טוב האבי,סם הרדמה,0.4523638888888889
Green Day,Still Breathing,0.4565619444444444
My Chemical Romance,The End. - Live in Mexico City,0.46187694444444444
Teddy Hyde,Sex with a Ghost,0.46271194444444447
Gerard Way,Juarez,0.46443555555555555
Green Day,Holiday,0.4646527777777778
They Might Be Giants,Istanbul (Not Constantinople),0.4687102777777778
Twenty One Pilots,House of Gold,0.4688102777777778
Myths and Legends,2A-Aladdin: The Magician’s Nephew,0.46954527777777777
The Decemberists,Ben Franklin's Song,0.47016166666666664
Twenty One Pilots,Fake You Out,0.47108361111111113
NateWantsToBattle,The Day,0.4713777777777778
Camille,Le Festin,0.4716125
Gorillaz,Clint Eastwood,0.47302305555555557
Caleb Hyles,Other Friends,0.4755066666666667
Myths and Legends,3B-Vikings: All that Hate’s Gonna Burn You Up,0.4775844444444444
Enguerrand-Friedrich Lühl-Dolgorukiy,Main Title (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.4777777777777778
Jeff Williams,Gold (Acoustic),0.47800333333333334
Bowling For Soup,She's Got A Boyfriend,0.4815277777777778
Billy Joel,Piano Man,0.485105
Sum 41,The New Sensation,0.4867019444444444
Myths and Legends,4-Mulan: A Likely Hero,0.48992555555555556
All Time Low,Getaway Green,0.4906594444444444
I DONT KNOW HOW BUT THEY FOUND ME,Choke,0.4918325
Enguerrand-Friedrich Lühl-Dolgorukiy,Across the Stars (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.4930736111111111
Steven Universe,"Other Friends (feat. Sarah Stiles, Zach Callison, Deedee Magno Hall, Estelle & Michaela Dietz)",0.4933147222222222
Jeff Williams,Cold (feat. Casey Lee Williams),0.49687055555555554
League of Legends,Legends Never Die,0.4975638888888889
Bowling For Soup,Catalyst,0.49812083333333335
Chameleon Circuit,Mr Pond,0.5058627777777778
Myths and Legends,3C-Vikings: Renewed shall be Blade that was Broken,0.5069994444444444
Don't Hug Me I'm Scared,The Healthy Song,0.5070058333333334
Don't Hug Me I'm Scared,The Time Song,0.5092577777777778
Jeff Williams,Armed and Ready (feat. Casey Lee Williams),0.5106030555555555
League of Legends,Warriors,0.5109583333333333
Fenix TX,All My Fault,0.5112641666666666
My Chemical Romance,Cancer,0.5122197222222222
Mother Mother,O My Heart,0.513455
Jeff Williams,This Time,0.5164525
The Orion Experience,The Cult of Dionysus,0.519165
Jeff Williams,From Shadows (feat. Casey Lee Williams),0.5192941666666666
Green Day,Troubled Times,0.5251158333333333
Jeff Williams,Bad Luck Charm,0.5271277777777778
Tally Hall,Turn the Lights Off,0.5448416666666667
Plain White T's,Hey There Delilah,0.5452638888888889
Myths and Legends,7-Little Mermaid: Cry with the Saints,0.5453547222222223
Enguerrand-Friedrich Lühl-Dolgorukiy,Throne Room (Arrangement pour 2 pianos: E-F. LühlDolgorukiy),0.5459844444444445
YUI,again,0.5470725
Sum 41,The Hell Song,0.551035
שם טוב האבי,באים להרים,0.5544552777777778
Jeff Williams,Miracle,0.5573083333333333
Green Day,Welcome to Paradise,0.5603325
Green Day,99 Revolutions,0.5620719444444444
Jeff Williams,This Life Is Mine (feat. Casey Lee Williams),0.5654025
Green Day,Say Goodbye,0.5655113888888889
My Chemical Romance,"Goodnite, Dr. Death",0.5661372222222222
Mother Mother,Hayloft,0.567765
Imagine Dragons,Believer,0.5682477777777778
Green Day,King for a Day,0.5690755555555556
Mindless Self Indulgence,I Hate Jimmy Page,0.5697958333333333
Steven Universe,Do It For Her (feat. Zach Callison & Grace Rolek),0.5735208333333334
WVNDER,Mr. Brightside,0.5738716666666667
Myths and Legends,3D-Vikings: Blood of the Dragon,0.5817480555555555
Jeff Williams,All That Matters,0.5836438888888889
Myths and Legends,3E-Vikings: The Debt is Paid,0.5968438888888888
Green Day,When I Come Around,0.6000575
J.T. Machinima,To the Bone,0.6068441666666666
Harry Callaghan,The Wheatley Song,0.6070230555555556
Bowling For Soup,She Used to Be Mine,0.6154558333333333
Gerard Way,Maya the Psychic,0.6182152777777777
Gerard Way,Here Comes the End (feat. Judith Hill),0.6239138888888889
Jeff Williams,R.W.B.Y. vs F.N.K.I.,0.6304336111111111
Myths and Legends,6A-King Arthur Prologue: The Once and Really Only that One Time King,0.6331502777777778
Myths and Legends,"6B-Merlin: What’s Red, White, and Fighting All Over",0.6359486111111111
Gerard Way,Millions,0.6389241666666666
Jeff Williams,Gold (feat. Casey Lee Williams),0.6441861111111111
Tsuko G.,Deja Vu 2.0 (Initial D),0.6479619444444444
Tsuko G.,Deja Vu (Initial D),0.6490541666666667
Lustra,Scotty Doesn't Know (The Second Coming) - Bonus Track,0.6529241666666666
Gerard Way,Don't Try,0.6610013888888889
blink-182,What's My Age Again?,0.6691227777777777
Jeff Williams,Die,0.6710611111111111
Myths and Legends,"3A-Vikings: The Norse and the Furious, Bredi’s Drift",0.6720488888888889
SCREEN mode,Reason Living,0.6766102777777778
Raon Lee & PelleK,"Trash Candy (From ""Bungou Stray Dogs"")",0.6790713888888888
Jeff Williams,I May Fall (feat. Casey Lee Williams),0.6793408333333333
Useless ID,Stopwatch,0.6849633333333334
Jeff Williams,Like Morning Follows Night (feat. Casey Lee Williams & Lamar Hall),0.6897908333333334
Fall Out Boy,Grand Theft Autumn / Where Is Your Boy,0.6950813888888889
My Chemical Romance,I'm Not Okay (I Promise) - Live from Sessions@AOL,0.69556
Our Last Night,Same Old War,0.7095116666666667
Bowling For Soup,Go to Bed Mad,0.7099027777777778
Myths and Legends,2B-Aladdin: A Whole New World of Problems,0.7117188888888889
Bowling For Soup,Val Kilmer,0.7118422222222223
Rise Against,Savior,0.7142688888888888
Jeff Williams,Red Like Roses (Red Trailer) [feat. Casey Lee Williams],0.7190069444444445
Jeff Williams,All Things Must Die,0.7276322222222222
AmaLee,"Again (From ""Fullmetal Alchemist: Brotherhood"")",0.7384461111111111
Mother Mother,Oh Ana,0.7500230555555556
Simple Plan,I'd Do Anything,0.7769722222222222
Mindless Self Indulgence,Faggot,0.7775336111111111
NateWantsToBattle,Shinzou Wo Sasageyo (Attack on Titan),0.7776155555555555
The Living Tombstone,It's Been So Long,0.7815944444444445
The Stupendium,The Fine Print,0.7823416666666667
